id,lca_k2_prob_class0,lca_k2_prob_class1,lca_k3_prob_class0,lca_k3_prob_class1,lca_k3_prob_class2,lca_k4_prob_class0,lca_k4_prob_class1,lca_k4_prob_class2,lca_k4_prob_class3,lca_k5_prob_class0,lca_k5_prob_class1,lca_k5_prob_class2,lca_k5_prob_class3,lca_k5_prob_class4,lca_k6_prob_class0,lca_k6_prob_class1,lca_k6_prob_class2,lca_k6_prob_class3,lca_k6_prob_class4,lca_k6_prob_class5
35,0.9999999999998508,1.4956278752170442e-13,0.9999981430347138,1.0784983266820666e-19,1.8569652874679767e-06,0.9999995774633956,4.2253629390583405e-07,3.10598846634528e-13,4.8338551559211083e-26,6.003338841410762e-05,0.999939943965025,2.2646560902756875e-08,9.81147790866328e-29,1.404228405402698e-16,0.9999898507182159,1.2427370344109285e-28,1.2622079779736114e-06,1.2827622801213957e-08,8.87424618278357e-06,4.5002693774462954e-18
36,0.00010886612143770893,0.9998911338785639,4.8690599987252804e-11,0.0014987322341835478,0.9985012677171228,2.2008130561210885e-10,0.9996983435783894,6.754096560803367e-05,0.00023411523592157168,0.0013174331750587793,5.559927229528311e-13,0.0017266270419677256,6.906195665003918e-10,0.9969559390918001,3.560376543200957e-12,3.476839954686615e-09,0.021558601983842313,0.006245613888674801,4.183728469331808e-12,0.9721957806428957
38,0.9999960917796488,3.908220351140015e-06,2.3592584097964533e-11,6.639974152539434e-11,0.9999999999100098,2.256460190473638e-11,0.9999999997011031,2.758411282451438e-10,4.887678662235623e-13,0.9999899252772159,4.265292322422045e-12,2.3187303030140047e-06,1.5653463701640355e-20,7.755988215302899e-06,7.768932068636587e-14,3.09901897878665e-21,0.9999059055476457,1.7124263717396814e-08,9.403403862967494e-05,4.328938394318719e-08
40,0.9997806561359839,0.00021934386401378355,0.00013981957227382965,1.5816033976275175e-08,0.999860164611691,0.00016865394391216414,0.9998312254045109,1.2061511282140677e-07,3.6461191297277214e-11,0.9998918964885518,3.1882325255128704e-06,6.686649043204352e-05,2.415300684019469e-16,3.8048788490687306e-05,1.3437072220574714e-05,2.459708789665705e-16,0.9954091847439495,9.408328345996043e-05,0.004478752304594148,4.542595776342155e-06
43,0.0017527993350770436,0.9982472006649211,4.757231275788093e-24,0.0001866122690035926,0.9998133877309942,3.299815902242489e-23,0.9999615439698077,3.3738054121094435e-05,4.717976069931491e-06,1.9005455734353324e-07,4.9186110598392876e-18,2.450964019448056e-10,3.03126206832723e-09,0.9999998066690852,8.993256866165859e-25,4.081392080543239e-09,0.13054869349156317,1.1621558083886928e-10,2.3524491014847948e-09,0.8694512999583776
44,0.9999999999917044,8.294198122107988e-12,0.9998840078763142,7.779695991778773e-17,0.00011599212368610838,0.9999688176338194,3.1182349316428e-05,1.6865337976061896e-11,2.160987850889836e-22,0.008761762943655603,0.9912374388341317,7.982218370270021e-07,4.249359618082015e-25,3.742524085646884e-13,0.9995337255874023,2.369805045572966e-25,0.00013560518317844018,3.487652604378762e-07,0.0003303204641462245,1.2568492493382887e-14
46,0.9999999999975913,2.409054764350966e-12,0.9999935978280928,4.0751706965801134e-18,6.402171907522777e-06,0.9999988601649038,1.1398323568296708e-06,2.7387352687116734e-12,4.9938397788492e-24,0.00012501676301224915,0.9998747740800857,2.091569002646023e-07,1.0054199440074088e-26,2.344948112686761e-15,0.9998672734175417,2.052883031711633e-26,0.000130041568789387,8.832125763720201e-08,2.596692409947927e-06,1.3297722539609216e-16
51,1.1607081367609588e-05,0.9999883929186343,4.360972750207094e-11,0.035912052651588845,0.9640879473048031,6.786570727164278e-10,0.9584538419847894,0.04113156213025738,0.00041459520629321723,0.0036780443871753826,4.355496877099557e-13,0.07973188986225632,4.679983542873371e-07,0.9165895977517787,3.5981801388706525e-13,1.9740328221259685e-06,0.000267237544804808,0.03786535906978549,0.000891410985658323,0.9609740183665723
57,0.9187389297823331,0.08126107021766578,9.209184111186872e-06,4.104687049004002e-06,0.9999866861288397,2.8322838834972438e-05,0.9998790309873102,9.264403682429473e-05,2.1370276189371934e-09,0.9899407204033279,5.259780708116952e-08,0.008137018930573668,1.4890965016834327e-12,0.0019222080668045447,5.759017653654402e-08,8.028453369355483e-14,1.8520596998606493e-06,0.002125404185415772,0.9977107076118223,0.0001619785528053684
59,0.9999999921478704,7.852128888411374e-09,0.9987711033144796,4.452229351173005e-13,0.00122889668507805,0.999880577596127,0.00011916361168116505,2.5879219340166235e-07,1.6950383590786438e-19,0.0010206661526921382,0.9978898053020583,0.0010895285208594248,1.8683669159327668e-20,2.439005919284476e-11,0.9990677676960182,4.521008510711886e-20,6.525257308055414e-05,0.0007989443743347062,6.803535524948823e-05,1.318202408658233e-12
60,0.9999999999953033,4.696672049993518e-12,0.9999153379486672,2.521978706492542e-17,8.466205133201593e-05,0.9999318037952696,6.819620362300479e-05,1.1088873512600691e-12,1.881616104524927e-21,0.024895756740525153,0.9751041797663147,6.349152011654808e-08,3.2783658789448297e-26,1.6412819836110398e-12,0.9983868251194606,1.670614612433515e-26,0.000457043785210465,2.9214312781321573e-08,0.0011561018809640483,5.232250792241116e-14
62,0.9983349124489364,0.0016650875510634171,0.0008795224035278331,5.59787044300731e-15,0.9991204775964654,1.401201798765625e-10,0.9999999997349036,1.4236068890055153e-11,1.1073705361256356e-10,0.9999999983371097,9.083185530139844e-13,1.661064895689093e-09,4.381686319634759e-13,4.791566726314596e-13,6.373912176756401e-14,1.853646315102694e-23,2.889532609891885e-14,6.304687336677492e-11,0.9999999999368541,3.1776639584942895e-15
64,0.9984821490245889,0.0015178509754088907,0.009136374795583048,1.6333079767727962e-06,0.9908619918964369,0.20197551807720523,0.5928612679002544,0.20516321391392767,1.0861620804504482e-10,0.0017803924844280834,0.0007185889286367397,0.9974997330900804,2.090917721474157e-12,1.2854947669687214e-06,0.0011227631196316964,2.795098267504184e-12,0.0007522242249821261,0.9981247805678418,1.4476009859882913e-12,2.320833023650045e-07
65,9.05577249182853e-06,0.9999909442275109,2.225284496143098e-14,0.8383764127395478,0.16162358726043136,4.393526650849747e-19,4.099938633006346e-09,0.9999999958999766,8.586563839054029e-14,9.435472763001886e-14,2.0389166796746777e-20,0.9999999989020836,1.0610711943548365e-09,3.6751770250805094e-11,1.1715831330927295e-20,2.878427704943538e-08,6.258590913884972e-10,0.9999999705641405,2.920872511781337e-22,2.572680443087456e-11
68,0.9451456838711534,0.054854316128847024,1.2419086134237868e-21,9.823618426521949e-08,0.9999999017638123,2.841956290292226e-21,0.9999999339602632,6.535532115633707e-08,6.844173164656058e-10,0.9886772222387908,3.702976277735147e-22,0.0019653911011707215,3.555742081888319e-14,0.009357386660004347,5.5032201075190875e-25,2.068301011627107e-16,0.9999986793992883,5.841735739351434e-15,1.0368378193216632e-13,1.3206006035393021e-06
87,0.9937150114397213,0.006284988560276119,0.00010535358931331629,9.290617349103955e-07,0.9998937173489523,0.0010202248057946885,0.998235823773731,0.0007439509575926827,4.628840194977838e-10,0.6545670297325227,3.71576667853618e-05,0.3450878858170932,2.125064283945493e-12,0.00030792678147140596,0.00010980542097437822,2.02301891592895e-12,0.023388257427732963,0.29758772892172347,0.678790606453824,0.0001236017737245725
